"id","name","brand","category","presentation","manufacturer_code","square_rows","square_tokens","square_original_names","identity_code","sources","evidence","reference_image","reference_sha256","source_image_url","image_review","video","video_review","batch"
"megawatt","MegaWatt","Brothers","Cakes","295 shots","BP2608","591","JZSYHXE4DQ7QGMED4JK76XXM","Megawatt-295 Shots","687985260812","https://www.brotherspyrotechnics.com/ProductDetails/1141 | https://bigdaddyksfireworksoutlet.com/product/megawatt/","Square row 591: Megawatt-295 Shots / Regular / code 687985260812. Exact commercial name, manufacturer model BP2608, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/megawatt-original.png","73ebd60818fdb16dc806f0c656b3017ef04507739a47e0fbba1df4103b673b3a","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=2242&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"midnight","Midnight","Brothers","Cakes","204 shots","BP2346","594","E3UXSYRN2VAH4HHUW5HI4IHN","Midnight 500 Gram","687985234615","https://www.brotherspyrotechnics.com/ProductDetails/1082 | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square row 594: Midnight 500 Gram / Regular / code 687985234615. Exact commercial name, manufacturer model BP2346, package and count compared with the official Brothers product page and its authentic photograph. Official Winco UPC reference independently maps the Square code to this named product; current Brothers model suffix takes precedence over inconsistent historic assortment suffixes, without changing the Square code.","docs/catalog/enrichment-2026-09/references/midnight-original.png","f1bd6481ddd8ec498802ef237bfbcec942516bf068070f08df9ce624a7621c1a","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=451&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"movie-time","Movie Time","Brothers","Fountains","Fountain","BP4213","617","Z3OHILX3F5STN22AG3IR2YH7","Movie Time","687985421312","https://www.brotherspyrotechnics.com/ProductDetails/1005","Square row 617: Movie Time / Regular / code 687985421312. Exact commercial name, manufacturer model BP4213, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/movie-time-original.png","c93b5839b7903f6a25122855cec50155cefebe3e772a760f88439b3bb35d1a33","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=805&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"neutron-bomb","Neutron Bomb","Brothers","Cakes","36 shots","BP-A013-3","639","73ZKYLH5IUS5MUMFLKHERCSJ","Neutron Bomb","687985901333","https://www.brotherspyrotechnics.com/ProductDetails/1399 | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square row 639: Neutron Bomb / Regular / code 687985901333. Exact commercial name, manufacturer model BP-A013-3, package and count compared with the official Brothers product page and its authentic photograph. Official Winco UPC reference independently maps the Square code to this named product; current Brothers model suffix takes precedence over inconsistent historic assortment suffixes, without changing the Square code.","docs/catalog/enrichment-2026-09/references/neutron-bomb-original.png","714414211120613b32cdb4faf4ce715fa7b71032d1768ef14836ca3df7c6cd07","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=924&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"old-ironsides","Old Ironsides","Brothers","Cakes","30 shots","BP2452","652","TJCEVYQKEURJTZKRXDKTT7TF","Old Ironsides 500 Gram","687985245215","https://www.brotherspyrotechnics.com/ProductDetails/1109 | https://georgiasbestfireworks.com/product/oldironsides/ | https://usa-fireworks.com/products/aerial-all-cakes/aerial-500-gram-cakes/old-ironsides/ | https://bigdaddyksfireworksoutlet.com/product/old-ironsides/ | https://dosgringosfireworks.com/MX120-Old-Ironsides-R-PC/ | https://americanwholesalefireworks.com/old-ironsides/ | https://www.youtube.com/watch?v=3d8P_pGNLc4","Square row 652: Old Ironsides 500 Gram / Regular / code 687985245215. Exact commercial name, manufacturer model BP2452, package and count compared with the official Brothers product page and its authentic photograph. Square says 500 gram; retailer sources also say 350 gram. Gram weight is deliberately omitted pending clarification; identity and 30-shot package are confirmed.","docs/catalog/enrichment-2026-09/references/old-ironsides-original.png","8f627694746349f52621e6ed0ccf09875071d004117180198273b868310bb494","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=468&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","https://www.youtube.com/watch?v=3d8P_pGNLc4","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-2"
"quest-24-pack","Quest","Brothers","Reloadables","4-inch shells · 24 shells","BP-A053-2/24","736","7TS7HQ3JDS5V5H6BDNGX3J66","Quest 4"" Artillery Shells 24 Pack","687985905300","https://www.brotherspyrotechnics.com/ProductDetails/1156 | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square row 736: Quest 4"" Artillery Shells 24 Pack / Regular / code 687985905300. Exact commercial name, manufacturer model BP-A053-2/24, package and count compared with the official Brothers product page and its authentic photograph. Official Winco UPC reference independently maps the Square code to this named product; current Brothers model suffix takes precedence over inconsistent historic assortment suffixes, without changing the Square code.","docs/catalog/enrichment-2026-09/references/quest-24-pack-original.png","47b8b138d17ef6cd7ff7a81c47f74529667532f6d8ab3e848e26dad81d9b9cd3","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=949&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"ruckus-12-pack","Ruckus","Brothers","Reloadables","12 ball shells","BP2690","779","Q6KGAOERMQ3NMSBOJ2GJTR22","Ruckus (12 pcs)","687985269013","https://www.brotherspyrotechnics.com/ProductDetails/829","Square row 779: Ruckus (12 pcs) / Regular / code 687985269013. Exact commercial name, manufacturer model BP2690, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/ruckus-12-pack-original.png","62f2cd81c63a13efdcf959e274b3c5b5f95557768583d1ea31da7eca1fe34a29","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=571&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"serious-equipment","Serious Equipment","Brothers","Reloadables","48 shells · 82 breaks","BP-A011","798","HBOU625S5LEK4PCVRH53HOQG","Serious Equipment 48 Shells","687985901104","https://www.brotherspyrotechnics.com/ProductDetails/1004","Square row 798: Serious Equipment 48 Shells / Regular / code 687985901104. Exact commercial name, manufacturer model BP-A011, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/serious-equipment-original.png","1ad336db74a5836f63a67847e9563571fc3eeea3c4b03a36cffef47d16ae7fe8","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=919&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-official-2"
"smash-hit","Smash Hit","Brothers","Fountains","Fountain","BP4354","825","EUMY5KCK234U6I7QG6EPUBCY","Smash Hit","687985435418","https://www.brotherspyrotechnics.com/ProductDetails/793 | https://americanwholesalefireworks.com/smash-hit/ | https://lowcountryfireworks.com/FN430-R-PC/ | https://dosgringosfireworks.com/FN430-R-PC/ | https://www.youtube.com/watch?v=KFtrrmeIb-s","Square row 825: Smash Hit / Regular / code 687985435418. Exact commercial name, manufacturer model BP4354, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/smash-hit-original.png","e7ed6d07517ace9370557ec615ceb5ab2bd7a9adc87bbcede38c5a884d9fc79c","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=839&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","https://www.youtube.com/watch?v=KFtrrmeIb-s","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-2"
"sons-of-liberty","Sons of Liberty","Brothers","Cakes","500 gram · 36 shots","BP2472","846","5D6GORADGNMEPLTPWFS3A6BA","Sons of Liberty 500 Gram","687985247219","https://www.brotherspyrotechnics.com/ProductDetails/1122 | https://americanwholesalefireworks.com/sons-of-liberty/ | https://www.youtube.com/watch?v=UvEESO3wl_8","Square row 846: Sons of Liberty 500 Gram / Regular / code 687985247219. Exact commercial name, manufacturer model BP2472, package and count compared with the official Brothers product page and its authentic photograph.","docs/catalog/enrichment-2026-09/references/sons-of-liberty-original.png","f6a9f1220a87b4508afa5ff3e2e8b8cc4a22793040068c8650e09e31fa2e734a","https://www.brotherspyrotechnics.com/api/Resource/GetImage?fileId=477&width=900&height=900","Manufacturer photograph visually inspected at full/contact-sheet scale: correct model, name, logo, retail presentation and complete package; real alpha retained; only resize/encoding allowed.","https://www.youtube.com/watch?v=UvEESO3wl_8","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-official-2"
