"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row","research_status","product_id","verified_brand","manufacturer_code","verified_video","research_query","research_sources","research_reason","required_next_step"
"W4JMTKXNQYUCIQGHZXDJTKTO","887946010375","","Black Panther Artillery Shell","Black Panther Artillery Shell","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","223","224","224","Items","224","no_verified_identity","","Unknown","Unknown","","""887946010375"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"6DL57LCVLHNNTMKWBBIYB6Z5","8145270185919","","Black Snakes BOGO","Black Snakes","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","224","225","225","Items","225","no_verified_identity","","Unknown","Unknown","","""8145270185919"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"EKGYPF5RGKPY6227FPL5HPLT","715244022243","","Blackcat 3 For 1","Blackcat 3 For 1","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","225","226","226","Items","226","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"XLO7UDEHBHTQYPEROBAO3RV4","687985909032","","Blood Money","Blood Money","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","226","227","227","Items","227","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"ETH2MEGPLHKWN4TS6CS66Q62","8145270182727","","Bloom Flower","Bloom Flower","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[61] Ground Bloom Flower / Monkey Mania / /products/ground-bloom-flower.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","227","228","228","Items","228","no_verified_identity","","Unknown","Unknown","","""8145270182727"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"UX7ODRUBPQVD2EVNWRTBHVVI","681402052189","","Bombas De LA Muerte 6"" Artillery Shells","Bombas De LA Muerte 6"" Artillery Shells","Unknown","24 Pack Artillery Shells 6""","Regular","Unknown","6""","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","228","229","229","Items","229","no_verified_identity","","Unknown","Unknown","","""681402052189"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"YNSK72CWCAZMY3Q742YZ2IA7","8052530220412","","Bomber BOGO","Bomber","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","229","230","230","Items","230","no_verified_identity","","Unknown","Unknown","","""8052530220412"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"IWVVH23KXDAYSNRMLFAU5XK2","887946003711","","Bombing Mission 200g","Bombing Mission 200g","Unknown","Unknown","Regular","Unknown","200g","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","230","231","231","Items","231","no_verified_identity","","Unknown","Unknown","","""887946003711"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"6GOZMNTKVUSLC6RHAW33N3KD","","","Bones","Bones","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","231","232","232","Items","232","no_verified_identity","","Unknown","Unknown","","""Bones"" fireworks manufacturer","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"Q342ESYA7XRFLJBOFQWVWPAM","211321323222","","Bones \ Skull","Bones \ Skull","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","232","233","233","Items","233","no_verified_identity","","Unknown","Unknown","","""211321323222"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"NNYMAKIN6Z6PSP5AUYS4DUXN","816597942988","","Bones \ Skull","Bones \ Skull","Unknown","Fountains","Skull Fountain","Skull Fountain","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","233","234","234","Items","234","no_verified_identity","","Unknown","Unknown","","""816597942988"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"IGG6JYTEMGHDBF5V5HAML3QY","705108955992","","Born Leaders","Born Leaders","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","234","235","235","Items","235","candidate_requires_package_review","","Unknown","Unknown","","""705108955992"" fireworks","https://www.getwinda.com/product-page/born-leaders-757-s","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"65OBLYIPE2NFJEMIMLWNUB7C","705108550609","","Boy Or Girl","Boy Or Girl","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","gender-reveal.json[3] Boy or Girl / Unknown / /products/boy-or-girl.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","235","236","236","Items","236","candidate_requires_package_review","","Unknown","Unknown","","""705108550609"" fireworks","https://georgiasbestfireworks.com/product/0af7b240-ab8c-11e8-eddc-e4765392563c/ | https://americanwholesalefireworks.com/gender-reveal-boy-or-girl-25s-winda-blue/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"GUHP7YBGQBP6QBDGNRLZD6PI","705108320806","","Brave Eagle","Brave Eagle","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","236","237","237","Items","237","no_verified_identity","","Unknown","Unknown","","""705108320806"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"B3H4JUEABU6IQNEHHP3NSP7B","705108401505","","Break Of Dawn Roman Candles (4 Pk/5 Big Shots)","Break Of Dawn Roman Candles (4 Pk/5 Big Shots)","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","237","238","238","Items","238","candidate_requires_package_review","","Unknown","Unknown","","""705108401505"" fireworks","https://www.getwinda.com/product-page/break-of-dawn","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
