"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row"
"CNXT2D6OUM7V6HXR6EQMLK6S","753321711314","","Four Elements 500 Gram Super Pack","Four Elements 500 Gram Super Pack","Unknown","Unknown","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","379","380","380","Items","380"
"CNCE4EH5EQ2E7NTTNIHKLLS2","887946061575","","Four Elements Roman Candles 4 Pk","Four Elements Roman Candles 4 Pk","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","380","381","381","Items","381"
"6GJMN5YEHLOMWFVG65L7N7HO","757202300048","","Freedom Anthem Assortment","Freedom Anthem Assortment","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","381","382","382","Items","382"
"RRQV3GPTRLIF6GJLHNKYENES","","841527121102","Freedom Cry","Freedom Cry","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","382","383","383","Items","383"
"KWOSSYTOXFESYUAUTGWTLWLT","687985962815","","Freedom Rains 500g","Freedom Rains 500g","Unknown","Unknown","Regular","Unknown","500g","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","383","384","384","Items","384"
"WWNDBKUC4HP2HKKAY2MIMAD6","757201530668","","Freedom Rider 500 Gram","Freedom Rider 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","384","385","385","Items","385"
"2CYKZ3ADBOY7HQ3VRW2OTG76","705108603602","","Freedom Wings BOGO Fountain","Freedom Wings Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","385","386","386","Items","386"
"BFHMO3VUSQUO2NEIBI67VEFL","757202118018","","Frog Bomb Fountain","Frog Bomb Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","386","387","387","Items","387"
"U236CCVWLTC54IK2KKOI7ELU","821600011148","","Frog Princess Fountain","Frog Princess Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","387","388","388","Items","388"
"X4CPHPCI2B7MPNSZXV7FBZGG","757205301783","","Fruit Of The Boom 500 Gram","Fruit Of The Boom 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","388","389","389","Items","389"
"7EQHCPTRPGKCHMZ72HTQHAWQ","715244065370","","Fuego Loco 200G","Fuego Loco 200G","Unknown","Unknown","Regular","Unknown","200G","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","389","390","390","Items","390"
"33MRBL6PIMW3VFZZO24AOADU","687985911301","","Full Speed Firework 7 Inch","Full Speed Firework 7 Inch","Unknown","Unknown","Regular","Unknown","7 Inch","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","390","391","391","Items","391"
"XLIUBKNNYOS7BPGUJMKEB7JA","705108519101","","Fun Fuel","Fun Fuel","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[155] Fun Fuel / Winda / /products/fun-fuel.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","391","392","392","Items","392"
"K3H3HRKD5KBBRG7WLWHLONDC","821600000029","","Fun Pack","Fun Pack","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","392","393","393","Items","393"
"K5FE2H4ORK6DTFKGEUMC253Y","850025775625","","Fuse","Fuse","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","393","394","394","Items","394"
"LGUVGBZLCTN44YCLZPEKROBM","850025775724","","Fuse","Fuse","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","394","395","395","Items","395"
"PX65NALOBYGQEFQA55IKEDJ7","850025775823","","Fuse","Fuse","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","395","396","396","Items","396"
"N6OTOY4DNT3WRUBLSUR5YSC7","705108803101","","G Force 4"" Artillery Shells 24 Pack","G Force 4"" Artillery Shells 24 Pack","Unknown","24 Pack Artillery Shells 4""","Regular","Unknown","4"" | 24 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","397","398","398","Items","398"
"R4GQVTO4EUT5C4LHMA44BP2K","757205301264","","Galactic Empire","Galactic Empire","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","398","399","399","Items","399"
"ICD7FSXEG3O2Z2P6GWCUW6VI","681402052110","","Ganja 6"" Artillery Shells 24 Pack","Ganja 6"" Artillery Shells 24 Pack","Unknown","24 Pack Artillery Shells 6""","Regular","Unknown","6"" | 24 Pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","400","401","401","Items","401"
"NPQM6WZFBTP4C4OTBCATSCF7","681402054039","","Ganja Blunt Roman","Ganja Blunt Roman","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","401","402","402","Items","402"
"QKJNWGQUAGSPJBWAPTAQN4PG","715244160594","","Garden In Spring Fountain","Garden In Spring Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","402","403","403","Items","403"
"336PY3AGZI3IPTSXMNUKSSYZ","027736011414","","Garden In Spring Fountain","Garden In Spring Fountain","Unknown","Fountains","Garden In Spring","Garden In Spring","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","403","404","404","Items","404"
"S27B6LDFK4CFX5ZLTUT7BE3Z","715244005055","","Gatlin pack 8pc roman candle","Gatlin pack 8pc roman candle","Unknown","Roman Candles","Regular","Unknown","8pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","404","405","405","Items","405"
"GXES4E5ZSHJBQLWFWYTLT6FZ","821500004233","","Gatling Gun (Small)","Gatling Gun (Small)","Unknown","Roman Candles","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[91] Gatling Gun / Brothers / products/gatling-gun.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","405","406","406","Items","406"
"E5JBUEZVKC3J7MB6OJHIZ3IJ","841527141186","","Gatling Gun Giant","Gatling Gun Giant","Unknown","Roman Candles","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[91] Gatling Gun / Brothers / products/gatling-gun.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","406","407","407","Items","407"
"A7OIX6PJ76PDR2G647NUEY6L","805253015029","","Gemini Missile 24 Pcs","Gemini Missile 24 Pcs","Unknown","Unknown","Regular","Unknown","24 Pcs","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","407","408","408","Items","408"
"ZZZOD7FS2XXTSZ6IZ3FF7YYO","8145270157510","","Get Some","Get Some","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","408","409","409","Items","409"
"YDTEKK2YDLZUYQEMD6FZCZ2I","651137426296","","Ghost Banshee","Ghost Banshee","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","409","410","410","Items","410"
"CX3WJWBLRRX53W7VQZFUUZ5C","757201572194","","Ghost Dragon","Ghost Dragon","Unknown","9-SHOT 500 GRAM RACKS","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","410","411","411","Items","411"
"Q5DCX2MGZHMYFX7ADSL5C6FU","757201572170","","Ghost Killer","Ghost Killer","Unknown","9-SHOT 500 GRAM RACKS","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","411","412","412","Items","412"
"DK52TXNEXPJ5HDJE6462D23I","705108549801","","Ghost Rings","Ghost Rings","Unknown","9-SHOT 500 GRAM RACKS","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","412","413","413","Items","413"
"JENQHH5ASTDQRSU4AYNDS3DI","681402052820","","Ghost Roman Candle","Ghost Roman Candle","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","413","414","414","Items","414"
"NCACSUIIUKFFX3YO6RFUXKZX","705108548606","","Ghost Shell","Ghost Shell","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","414","415","415","Items","415"
"RAXEGL5PWHZOIT73XXXQK362","757201324069","","Ghostacular 5"" Artillery Shells 24 pack","Ghostacular 5"" Artillery Shells 24 pack","Unknown","24 Pack Canister Artillery Shells 5 INCH","Regular","Unknown","5"" | 24 pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","415","416","416","Items","416"
"CN65OGBPK2EDWQ7BC4INMBID","887946020794","","Giant Smoke Balls","Giant Smoke Balls","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","416","417","417","Items","417"
"4L7HAUXUJ733VND4WOHYQ5NN","514677002200","","Goal!","Goal!","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","417","418","418","Items","418"
"4ZBIUB5CMBX2SGYMBJC3PEZZ","","805253439511","God Bless America","God Bless America","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","418","419","419","Items","419"
